ABC‐boek | ABC-book
Marokkaans | Moroccan
Marokkaanse | Moroccanwoman
Marokko | Morocco
Marowĳne | Maroni
Marquesas Eilanden | MarquesasIslands
Mars | Mars
Marsbewoner | Martian
Marshall Eilanden | MarshallIslands
Martiaan | Martian
Matterhorn | Matterhorn
Mauretanië | Mauritania
Mauritanisch | Mauretanian
Mauritaniër | Mauretanian
Mauritius | Mauritius
Maya | Maya
Mechelen | Malines
Medina | Medina
Medusa | Medusa
Meer van Genève | LakeofGeneva
Mefistofeles | Mephistopheles
Mekka | Mecca
Mekong | MekongRiver
Melanesisch | Melanesian
Melanesië | Melanesia
Melanesiër | Melanesian
Mercurius | Mercury
Mesolithicum | Mesolithic
Mesopotamië | Mesopotamia
Mesozoïcum | Mesozoic
Messias | Messiah
Messina | Messina
Methusalem | Methuselah
Mexicaan | Mexican
Mexicaans | Mexican
Mexicaanse | Mexicanwoman
Mexico‐Stad | MexicoCity
Mexico | Mexico
Michiganmeer | LakeMichigan
Micronesië | Micronesia
Midas | Midas
Middeleeuwen | MiddleAges
Middellandse Zee | Mediterranean
Middelnederlands | MiddleDutch
Midden‐Amerika | CentralAmerica
Midden‐Europa | CentralEurope
Milaan | Milan
Minerva | Minerva
Minsk | Minsk
Mioceen | Miocene
Moederdag | Mother'sDay
Moezel | Moselle
Moezelwĳn | moselle
Mohammed | Mohammed
Mokum | Amsterdam
Moldavisch | Moldavian
Moldavië | Moldavia
Moldaviër | Moldavian
Moloch | Moloch
Molotovcocktail | Molotovcocktail
Molukken | Moluccas
Molukker | Moluccan
Moluks | Moluccan
Monaco | Monaco
Monegask | Monacan
Monegaskisch | Monegasque
Mongolië | Mongolia
Montenegro | Montenegro
Montenegrĳn | Montenegrin
Montenegrĳns | Montenegrin
Moor | Moor
Moors | Moorish
Moravië | Moravia
Moriaan | Moor
Morpheus | Morpheus
Morsealfabet | Morsealphabet
Moskou | Moscow
Moskous | Muscovite
Moskoviet | Muscovite
Moskovitisch | Muscovite
Mount Everest | Everist
Mozambikaan | Mozambican
Mozambikaans | Mozambican
Mozambique | Mozambique
Mozes | Moses
Muspelheim | Muspelheim
Mycene | Mycenae
Nabĳe Oosten | MiddleEast
Namen | Namur
Namibisch | Namibian
Namibische | Namibianwoman
Namibië | Namibia
Namibiër | Namibian
Napels | Naples
Napolitaan | Neapolitan
Napolitaans | Neapolitan
Nassau | Nassau
Nassermeer | LakeNasser
Nauw van Calais | StreetofDover
Navajo | Navajo
Ndebele‐taal | Ndebele
Ndebele | Ndebele
Nebucadnezar | Nebuchadnezzar
Nederduits | LowGerman
Nederland | Holland
Nederlander | Dutchman
Nederlanderschap | Dutchnationality
Nederlands‐Indië | DutchEastIndies
Nederlandse | Dutchwoman
Nederlandse Antillen | NetherlandsAntilles
Nederlandse taal | Dutch
Nemesis | Nemesis
Neolithicum | Neolithic
Nepal | Nepal
Nepalees | Nepalese
Neptunus | Neptune
Neurenbergs | Nuremberg
Nguni | Nguni
Niagararivier | Niagara
Niagarawatervallen | NiagaraFalls
Nicaragua | Nicaragua
Nicaraguaan | Nicaraguan
Nicaraguaans | Nicaraguan
Nicobaren | NicobarIslands
Nieuw‐Caledonië | NewCaledonia
Nieuw‐Guinea | NewGuinea
Nieuw‐Zeeland | NewZealand
Nieuwcaledonisch | NewCaledonian
Nieuwcaledoniër | NewCaledonian
Nieuwe Hebriden | NewHebrides
Nieuwgrieks | ModernGreek
Nieuwjaar | NewYear
Nieuwjaarsdag | NewYear'sDay
Nieuwzeelander | NewZealander
Nieuwzeelands | NewZealand
Nieuwzeelandse | NewZealandwoman
Nieuw Zuid‐Wales | NewSouthWales
Niger | Niger
Nigerees | Nigerien
Nigerese | Nigerienwoman
Nigeria | Nigeria
Nigeriaan | Nigerian
Nigeriaans | Nigerian
Nigeriaanse | Nigerian
Nikosia | Nicosia
Nimrod | Nimrod
Nipigonmeer | NipigonLake
Noach | Noah
Noor | Norwegian
Noord‐Afrika | NorthAfrica
Noord‐Amerika | NorthAmerica
Noord‐Holland | NorthHolland
Noord‐Ierland | NorthernIreland
Noord‐Korea | NorthKorea
Noord‐Vietnam | NorthVietnam
Noordafrikaan | NorthAfrican
Noordafrikaans | NorthAfrican
Noordamerikaan | NorthAmerican
Noordamerikaans | NorthAmerican
Noordelĳke Dwina | NorthernDvina
Noordelĳke Saskatchewan | NorthSaskatchewan
Noordelĳke Ĳszee | ArcticOcean
Noordkoreaan | NorthKorean
Noordkoreaans | NorthKorean
Noordpool | Arctic
Noordpoolgebied | Arctic
Noordpoolzee | ArcticOcean
Noordwestelĳke Territoria | NorthwestTerritories
Noordzee | NorthSea
Noorman | Northman
Noors | Norwegian
Noorse | Norwegianwoman
Noorse esdoorn | Norwaymaple
Noorwegen | Norway
Normandisch | Norman
Normandiër | Norman
Northumbriastraat | NorthumberlandStrait
Noëh | Noah
Nubisch | Nubian
Nubië | Nubia
Nubiër | Nubian
Nĳl | Nile
Nĳmegen | Nimwegen
OK | agreed
Ob | Ob
Oberon | Oberon
Oceanië | Oceania
Oceanus | Oceanus
Oder | Oder
Odin | Odin
Odyssee | Odyssey
Odysseus | Ulysses
Oedipus | Oedipus
Oeganda | Uganda
Oegandees | Ugandan
Oekraïener | Ukrainian
Oekraïens | Ukrainian
Oekraïne | Ukraine
Oekraïnse | Ukrainianwoman
Oeral | Ural
Oezbeek | Uzbek
Oezbeeks | Uzbek
Oezbeekse | Uzbek
Oezbekistan | Uzbekistan
Olaf | Olav
Oligoceen | Oligocene
Olympische Spelen | Olympics
Olympus | Olympus
Oman | Oman
Onze Lieve Vrouwe | OurLady
Oost‐Azië | EastAsia
Oost‐Duitsland | EastGermany
Oost‐Friesland | EastFriesland
Oost‐Vlaanderen | EastFlanders
Oostchinese Zee | EastChinaSea
Oostduits | EastGerman
Oostende | Ostend
Oostenrĳk | Austria
Oostenrĳker | Austrian
Oostenrĳks | Austrian
Oostgoot | Ostrogoth
Oostindisch | East‐Indian
Oostindische inkt | Indianink
Oostzee | BalticSea
Openbaring van Johannes | Apocalypse
Opper‐Volta | UpperVolta
Oranje‐Vrĳstaat | OrangeFreeState
Oranje | Orange
Orion | Orion
Orkaden | OrkneyIslands
Orpheus | Orpheus
Osiris | Osiris
Oslo | Oslo
Osmaans | Ottoman
Osseet | Ossetian
Ossetië | Ossetia
Oudere Steentĳd | Palaeolithic
PVC | polyvinylchloride
Pakistaan | Pakistani
Pakistaans | Pakistani
Pakistaanse | Pakistani
Pakistan | Pakistan
Pakistani | Pakistani
Paleoceen | Palaeocene
Paleolithicum | Palaeolithic
Paleozoïcum | Palaeozoic
Palestina | Palestine
Palestĳn | Palestinian
Palestĳns | Palestinian
Palmzondag | PalmSunday
Pan | Pan
Panama | Panama
Panamees | Panamanian
Panamese | Panamanianwoman
Pandora | Pandora
Papoea | Papuan
Papoea Nieuw‐Guinea | PapuaNewGuinea
Paraguay | Paraguay
Paraguayaans | Paraguayan
Paraguayaanse | Paraguayanwoman
Paraguyaan | Paraguayan
Paris | Paris
Parnassus | Parnassus
Part | part
Parthisch | Parthian
Parĳzenaar | Parisian
Pasen | Easter
Patagonië | Patagonia
Pedi‐taal | Pedi
Pedi | Pedi
Pegasus | Pegasus
Peking | Peiping
Penelope | Penelope
Pentateuch | Pentateuch
Peperkust | GrainCoast
Perm | Perm
Pers | Persian
Persephone | Persephone
Perseus | Perseus
Peru | Peru
Peruaan | Peruvian
Peruaans | Peruvian
Peruaanse | Peruvianwoman
Peruviaans | Peruvian
Perzisch | Persian
Perzische | Iranianwoman
Perzische Golf | PersianGulf
Perzië | Iran
Perziër | Iranian
Phaëthon | Phaeton
Pict | Pict
Pictisch | Pictish
Pietermaritzburg | Pietermaritzburg
Pinksteren | Pentecost
Pinksterfeest | Pentecost
Platduits | LowGerman
Plato | Plato
Pleistoceen | Pleistocene
Plioceen | Pliocene
Pluto | Pluto
Po | Po
Poerimfeest | Purim
Polen | Poland
Polynesisch | Polynesian
Polynesische | Polynesianwoman
Polynesië | Polynesia
Polynesiër | Polynesian
Pommeren | Pomerania
Pool | Pole
Pools | Polish
Poolse | Polishwoman
Portugal | Portugal
Portugese | Portuguesewoman
Portugese taal | Portuguese
Poseidon | Poseidon
Praag | Prague
Pretoria | Pretoria
Prins Edwardeiland | PrinceEdwardIsland
Prometheus | Prometheus
Proterozoïcum | Proterozoic
Proteus | Proteus
Provençaals | Provençal
Pruis | Prussian
Pruisen | Prussia
Pruisisch | Prussian
Pruisisch blauw | Prussianblue
Pruisisch zuur | Prussicacid
Psyche | Psyche
Ptolemaeus | Ptolemy
Pyrenees | Pyrenean
Pyreneeën | Pyrenees
Python | Python
Q | Q
Quaker‐ | Quaker
ROM | ROM
Ra | Ra
Rajasthan | Rajasthan
Re | Ra
Reformatie | Reformation
Rendiermeer | ReindeerLake
Retoromaans | Rhaeto‐Romance
Rhodesië | Rhodesia
Rivièra | Riviera
Rode Kruis | RedCross
Rode Zee | RedSea
Roemeen | Romanian
Roemeens | Romanian
Roemeense | Romanianwoman
Roemenië | Romania
Roer | Ruhr
Roergebied | Ruhr
Rome | Rome
Romein | Roman
Romeins | Roman
Romeinse Rĳk | RomanEmpire
Romeinse burger | Roman
Roodkapje | LittleRedRidinghood
Roomse kamille | cornchamomile
Rotsgebergte | RockyMountains
Rotterdam | Rotterdam
Rubicon | Rubicon
Rudolfmeer | LakeRudolf
Rus | Russian
Rusland | Russia
Russin | Russianwoman
Russische taal | Russian
Ruthenië | Ruthenia
Rĳn | Rhine
Rĳnland | Rhineland
Rĳnlands | Rhineland
Rĳnwĳn | hock
Saarland | Saarland
Sacramentsdag | CorpusChristi
Sahara | Sahara
Saksen | Saxe
Sakser | Saxon
Saksisch | Saxon
Salomon | Salomon
Salvadoriaan | Salvadorian
Salvadoriaans | Salvadorian
Salvadoriaanse | Salvadorian
Samaria | Samaria
Samaritaan | Samaritan
Samaritaans | Samaritan
Sanskriet | Sanskrit
San Marino | SanMarino
Saoedi‐Arabië | SaudiArabia
Sardiniër | Sardinian
Sardisch | Sardinian
Satan | Lucifer
Saturnaliën | Saturnalia
Saturnus | Saturn
Scandinavisch | Scandinavian
Scandinavische | Scandinavianwoman
Scandinavië | Scandinavia
Scandinaviër | Scandinavian
Schelde | Scheldt
Scheppingsboek | Genesis
Schot | Scot
Schotland | Scotland
Schots | Scottish
Schotse | Scotswoman
Schotse rok | kilt
Scilly‐eilanden | ScillyIslands
Scylla | Scylla
Selene | Selene
Semiet | Semite
Semitisch | Semitic
Senegal | Senegal
Senegalees | Senegalese
Seoel | Seoul
Servisch | Serb
Servië | Serbia
Serviër | Serb
Seth | Seth
Seychellen | Seychelles
Shetlandeilanden | ShetlandIslands
Siam | Siam
Siamees | Siamese
Siberisch | Siberian
Siberië | Siberia
Siberiër | Siberian
Siciliaan | Sicilian
Siciliaans | Sicilian
Siciliaanse | Sicilianwoman
Sicilië | Sicily
Sierra Leone | SierraLeone
Silurium | Silurian
Siluur | Silurian
Singapore | Singapore
Singaporees | Singaporean
Sinhalees | Singhalese
Sint‐Gotthard | SaintGotthardpass
Sint‐Helena | SaintHelena
Sint‐Petersburg | SaintPetersburg
Sint‐Vitusdans | SaintVitus'sdance
Sinterklaas | SaintNicholas
Sioux | Sioux
Sjanghai | Shanghai
Slaaf | Slav
Slavisch | Slavic
Slavonisch | Slavonian
Slavonië | Slavonia
Slavoniër | Slavonian
Sloveen | Slovene
Sloveens | Slovenian
Slovenië | Slovenia
Sloveniër | Slovene
Slowaak | Slovak
Slowaaks | Slovak
Slowaakse | Slovakwoman
Slowakĳe | Slovakia
Sneeuwwitje | LittleSnowWhite
Soedan | Sudan
Soedanees | Sudanese
Soedanese | Sudanesewoman
Sofia | Sofia
Somaliland | Somalia
Somalisch | Somali
Somalische | Somalianwoman
Somalië | Somalia
Somaliër | Somali
Sophie | Sofia
Sotho‐taal | Sotho
Sotho | Sotho
Sovjet‐Unie | SovietUnion
Spaanse | Spanishwoman
Spaanse burgermeester | Spanishmayor
Spaanse peper | chilli
Spaanse taal | Spanish
Spaanse vlieg | cantharides
Spanjaard | Spaniard
Spanje | Spain
Sparta | Sparta
Spartaan | Spartan
Spartaans | Spartan
Spitsbergen | Spitsbergen
Sranan | Surinamese
Sranantongo | Surinamese
St. | St.
Staten‐Generaal | StatesGeneral
Steenbok | Capricorn
Stiermarken | Styria
Stille Oceaan | Pacific
Stille Zuidzee | Pacific
Stockholm | Stockholm
Straatsburg | Strasbourg
Straat Denemarken | DenmarkStrait
Straat van Gibraltar | StraitofGibraltar
Styx | Styx
Suluzee | SuluSea
Sumatra | Sumatra
Surinaamse | Surinamesewoman
Surinaamse taal | Surinamese
Suriname | Surinam
Surinamer | Surinamer
Swahili‐ | Swahili
Swahili | Swahili
Swazi‐taal | Swazi
Swaziland | Swaziland
Syracuse | Syracuse
Syrisch | Syrian
Syrië | Syria
Syriër | Syrian
TL‐buis | fluorescentlamp
T‐shirt | T‐shirt
TV‐antenne | televisionaerial
TV‐film | TVfilm
Taag | Tagus
Tadzjiek | Tadzhik
Tadzjikistan | Tadzhikistan
Tahiti | Tahiti
Taiwan | Taiwan
Taiwanees | Taiwanese
Talmoed | Talmud
Tanger | Tangier
Tantalus | Tantalus
Tanzania | Tanzania
Tanzaniaan | Tanzanian
Tanzaniaans | Tanzanian
Tasjkent | Tashkend
Tasmaans | Tasmanian
Tasmanië | Tasmania
Tasmaniër | Tasmanian
Tataar | Tartar
Tataars | Tatar
Teheran | Teheran
Tertiair | Tertiary
Terzool | Tersoal
Texaan | Texan
Texaanse | Texanwoman
Texas | Texas
Thai | Thai
Thailand | Siam
Thailander | Thai
Thaise | Thaiwoman
Thaise taal | Thai
Thais Nieuwjaar | ThaiNewYear
Theems | Thames
Thor | Thor
Tiber | Tiber
Tiberius | Tiberius
Tibet | Tibet
Tibetaan | Tibetan
Tibetaans | Tibetan
Tibetaanse | Tibetanwoman
Tigris | Tigris
Timor | Timor
Timorzee | TimorSea
Tirana | Tirana
Titan | Titan
Togo | Togo
Tokio | Tokyo
Transkei | Transkei
Transsylvanië | Transylvania
Transvaal | Transvaal
Transvaals | Transvaalian
Trias | Triassic
Trier | Treves
Tripoli | Tripoli
Triton | Triton
Triëst | Trieste
Trojaan | Trojan
Troje | Troy
Tsjaad | Chad
Tsjaadmeer | LakeChad
Tsjech | Czech
Tsjechische | Czechwoman
Tsjechische taal | Czech
Tsjechië | CzechRepublic
Tsjechoslowaak | Czechoslovak
Tsjechoslowaaks | Czechoslovak
Tsjechoslowaakse | Czechwoman
Tsjechoslowakĳe | Czechoslovakia
Tsjetsjeen | Chechen
Tsjetsjeens | Chechen
Tsjetsjenië | Chechenia
Tsonga‐taal | Tsonga
Tsonga | Tsonga
Tswana‐taal | Tswana
Tswana | Tswana
Tunesisch | Tunisian
Tunesische | Tunisianwoman
Tunesië | Tunisia
Tunesiër | Tunisian
Tunis | Tunis
Turk | Turk
Turkmeen | Turkoman
Turkmenistan | Turkmenistan
Turks | Turkish
Turkse | Turkishlady
Turkse lelie | martagonlily
Turkse staatsraad | couch
Turkĳe | Turkey
Turĳn | Turin
Tweestromenland | Mesopotamia
Tyrrheense Zee | TyrrhenianSea
‐aar | ‐er
‐aard | ‐er
‐achtig | ‐ish
‐achtige | ‐oid
‐baar | ‐able
‐de | ‐th
‐e | ‐er
‐er | ‐er
‐erd | ‐er
‐heid | ‐ness
‐ie | ‐ness
‐isme | ‐ism
‐ist | ‐er
‐je | ‐et
‐ke | ‐et
‐pje | ‐et
‐plaats | ‐y
‐schap | ‐ness
‐ste | ‐th
‐te | ‐ness
‐teit | ‐ness
‐tje | ‐et
‐urig | hour's
‐voud | ‐fold
‐waardig | ‐able
‐zelfde | same
‐ĳ | ‐y
UFO | UFO
Uranus | Uranus
Uruguay | Uruguay
Uruguayaan | Uruguayan
Uruguayaans | Uruguayan
Uruguayaanse | Uruguayanwoman
Utopia | Utopia
Utrecht | Utrecht
Vaal | Vaal
Valencia | Valencia
Vandaal | Vandal
Vastenavond | Shrove‐Tuesday
Vaticaan | Vatican
Vaticaans | Vatican
Vaticaanstad | VaticanCity
Venda | Venda
Vendataal | Venda
Venetiaans | Venetian
Venetiër | Venetian
Venezolaan | Venezuelan
Venezolaans | Venezuelan
Venezolaanse | Venezuelanwoman
Venezuela | Venezuela
Verenigde Naties | UnitedNations
Verenigde Staten van Amerika | UnitedStatesofAmerica
Verlosser | Redeemer
Verre Oosten | FarEast
Vesta | Vesta
Vestaalse maagd | vestal
Vesuvius | Vesuvius
Victoria | Victoria
Victoriameer | LakeVictoria
Vietnam | Vietnam
Vietnamees | Vietnamese
Vietnamese | Vietnamesewoman
Visigoot | Visigoth
Visjnoe | Vishnu
Vlaams | Flemmish
Vlaamse gaai | jay
Vlaanderen | Flanders
Vlaming | Flemming
Vlissingen | Flushing
Vogezen | Vosges
Volapük | Volapuk
Volkenbond | LeagueofNations
Volta | Volta
Vulcanus | Vulcan
Vulgaat | Vulgate
WC‐borstel | toiletbrush
WC‐papier | toilet‐paper
W | W
Waal | Walloon
Waals | Walloon
Walachĳe | Walachia
Wales | Wales
Walhalla | Valhalla
Wallonië | Wallonia
Walvisbaai | WalvisBay
Warschau | Warsaw
Waterman | Aquarius
Weens | Vienna
Weense | Viennesewoman
Weichsel | Vistula
Welse taal | Welsh
Welshman | Welshman
Wenen | Vienna
Wener | Viennese
Wereldbank | WorldBank
Wereldnatuurfonds | WorldWildlifeFund
West‐Australië | WestAustralia
West‐Duitsland | WestGermany
West‐Indië | WestIndies
West‐Vlaanderen | WestFlanders
Westduits | WestGerman
Westelĳke Dwina | WesternDvina
Westen | Occident
Westers | western
Westerschelde | WesternSkeldt
Westeuropees | WesternEuropean
Westfalen | Westphalia
Westgoot | Visigoth
Westindisch | WestIndian
Wezer | Weser
Windhoek | Windhoek
Witrus | WhiteRussian
Witrussisch | WhiteRussian
Witte Donderdag | MaundyThursday
Witte Nĳl | WhiteNile
Witte Volta | WhiteVolta
Witte Zee | WhiteSea
Wodan | Wodan
Wolga | Volga
X‐benen | knock‐kneedlegs
X‐stralen | X‐rays
X | X
Xhosa‐ | Xhosa
Xhosa | Xhosa
Xhosataal | Xhosa
Xhosavrouw | Xhosawoman
Y | upsilon
Yggdrasil | Yggdrasill
Ymir | Ymir
Zaligmaker | Saviour
Zambia | Zambia
Zambiaan | Zambian
Zambiaans | Zambian
Zangberg | Parnassus
Zanzibar | Zanzibar
Zaïre | Congo
Zeeland | Zealand
Zeeuw | Zealander
Zeeuws‐Vlaanderen | DutchFlanders
Zeeuws | Zealand
Zee van Labrador | LabradorSea
Zeus | Zeus
Zevenburgen | Transylvania
Zevengesternte | Pleiades
Zimbabwe | Zimbabwe
Zoeloe | Zulu
Zoeloeland | Zululand
Zoeloetaal | Zulu
Zuid‐Afrika | SouthAfrica
Zuid‐Amerika | SouthAmerica
Zuid‐Australië | SouthAustralia
Zuid‐Korea | SouthKorea
Zuid‐Slavië | Yugoslavia
Zuid‐Vietnam | SouthVietnam
Zuidafrikaan | SouthAfrican
Zuidamerikaans | SouthAmerican
Zuidamerikaanse arend | harpy
Zuidaziaat | SouthAsian
Zuidchinese Zee | SouthChinaSea
Zuidelĳke Ĳszee | AntarcticOcean
Zuiderkruis | SouthernCross
Zuiderzee | ZuiderZee
Zuidoost‐Azië | Sout‐EastAsia
Zuidpool‐ | Antarctic
Zuidpool | Antarctic
Zwaben | Swabia
Zwarte Volta | BlackVolta
Zwarte Woud | BlackForest
Zwarte Zee | BlackSea
Zweden | Sweden
Zweed | Swede
Zweedse taal | Swedish
Zwitser | Swiss
Zwitserland | Switzerland
Zwitsers | Swiss
... aanvoelen | feel...
... evenmin | neither...
... geleden | ...ago
... niet | don't...
... terug | ...ago
... à | ...to
a‐al‐tolletje | put‐and‐taketop
a.u.b. | please
aai | ai
aak | maple
aakschipper | bargemaster
aalachtig | eel‐like
aalbesseblad | currant‐leaf
aalbesseboom | currant
aalbesseboompje | currant
aalbessengelei | currantjelly
aalbessenjam | currant‐jam
aalbessenjenever | blackcurrantgin
aalbessenvla | currantcustard
aalbessesap | currantjuice
aalbessestruik | currant
aalduiker | grebe
aalfuik | eel‐pot
aalgeer | eelspear
aalglad | slipperyasaneel
aalmoes | alms
aalmoezenier | chaplain
aalmoezeniershuis | almshouse
aalpastei | eel‐pie
aalschaar | eelspear
aalscholver | cormorant
aalspeer | eelspear
aalsvel | eelskin
aalt | liquidmanure
aaltje | nematode
aalvork | eelspear
aalvormig | anguilliform
aalwaardig | fretful
aalwarig | fretful
aam | aum
aambei | haemorrhoid
aambeien | haemorhoids
aambeienpoeder | pilepowder
aambeienzalf | pileointment
aamborstig | asthmatic
aamborstigheid | asthma
aan | at
aanaarden | earth
aanbakken | fur
aanbeeldbeentje | anvil
aanbeeldbeitel | hardy
aanbeeldsbeentje | anvil
aanbeeldvogel | smallwoodpecker
aanbehorend | accessory
aanbelanden | endup
aanbelang | concern
aanbelangen | concern
aanbesteden | invitetendersfor
aanbetaling | initialdeposit
aanbevelen | commend
aanbevelenswaard | recommendable
aanbevelenswaardig | recommendable
aanbeveling | recommendation
aanbevelingsbrief | letterofintroduction
aanbevolen | recommended
aanbiddelĳk | adorable
aanbidden | adore
aanbiddenswaardig | adorable
aanbidding | adoration
aanbidster | adorer
aanbieden | bid
aanbinden | begin
aanblaffen | bayat
aanblazen | fan
aanblik | appearance
aanboren | bore
aanbouw | building
aanbouwen | add
aanbranden | stick to the pan
aanbreken | breakinto
aanbreken van de dag | dawn
aanbrengen | fit
aandacht | acuity
aandacht schenken aan | payattentionto
aandeel | share
aandeelhouder | shareholder
aandeelhouderschap | shareholdership
aandeel aan toonder | bearer share
aandeel op naam | registered share
aandelenkapitaal | share‐capital
aandenken | keepsake
aandienen | advertise
aandoenlĳk | affecting
aandraaien | fasten
aandragen | bring
aandrift | access
aandringen | insist
aandrukken | press
aandrĳfas | driveshaft
aandrĳving | drive
aanduiden | indicate
aandurven | daretofight
aanduwen | push
aaneen‐ | co‐
aaneen | co‐
aaneennaaien | sewtogether
aaneenschakelen | linktogether
aaneenschakeling | order
aaneenvoegen | join
aanflitsen | burn
aanfloepen | burn
aanfluiting | mockery
aangaande | about
aangaan bĳ | callat...'shouse
aangapen | gape
aangebedene | adoredone
aangeboren | congenital
aangebrand | burnt
aangeklaagde | accused
aangeleerd | acquired
aangelegenheid | affair
aangenaam | agreeable
aangenaamheid | pleasantness
aangenomen dat | supposingthat
aangenomen kind | adoptivechild
aangenomen worden | affiliate
aangepast | adapted
aangespen | gird
aangestoken | unsound
aangetekend | registered
aangetekende brief | registeredletter
aangetrouwd | bymarriage
aangeven | declare
aangevuld worden | becomecomplete
aangezicht | face
aangezichtspĳn | face‐ache
aangezien | because
aangifte | declaration
aangiftebiljet | taxform
aangorden | gird
aangroei | accretion
aangroeien | accrue
aangroeiend | accumulative
aangrĳpend | affecting
aanhaken | hitchon
aanhalig | affectionate
aanhaling | citation
aanhalingsteken | invertedcomma
aanhalingstekens | quotationmarks
aanhang | adherents
aanhanger | acolyte
aanhangig | pending
aanhangig maken | bringbefore
aanhangsel | accessory
aanhangwagen | trailer
aanhankelĳk | affectionate
aanhankelĳkheid | adherence
aanharken | rake
aanhebben | wear
aanhechten | affix
aanhechting | attachment
aanhechtsel | affix
aanhef | beginning
aanhoren | listen
aanhoudend | abiding
aanhouding | apprehension
aanklacht | accusation
aanklager | accuser
